hh_ids,m_ids,dem_i_male,dem_i_age_yrs,dem_i_age_5yrgrp,dem_i_age_workage,dem_i_relhead,dem_i_hhead,dem_i_marstat,dem_i_tribe,dem_i_children_tot,dem_i_children_inhh
"KMOMK17","61134478539300000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK19","61134582183800000","Female",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK19","61134435525800000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK19","61134435830700000","Male",32,"[30 - 35)",1,"Son or daughter",0,"Married/living together","Mijikenda/Swahili",,
"KMOMK19","61134434981400000","Male",62,"[60 - 65)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",5,6
"KMOMK19","61134435356300000","Female",13,"[10 - 15)",0,,0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK19","61134435561200000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK19","61134435591000000","Female",21,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK19","61134435259400000","Female",24,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",3,0
"KMOMK19","61134435762200000","Male",29,"[25 - 30)",1,"Son or daughter",0,"Married/living together","Mijikenda/Swahili",0,3
"KMOMK19","61134435480100000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMK19","61136317783900000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM01","57134322467600000","Male",20,"[20 - 25)",1,"Niece or nephew",0,"Never married/lived together","Kamba",,
"KMOMM01","57134322015900000","Male",44,"[40 - 45)",1,"Household head",1,"Married/living together","Kamba",1,2
"KMOMM01","57134322363700000","Female",26,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Kamba",1,0
"KMOMM01","57134322253000000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KMOMM03","57134320861700000","Female",25,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Luhya",2,0
"KMOMM03","57134450974000000","Male",17,"[15 - 20)",1,"Brother or sister in law",0,"Never married/lived together","Luhya",,
"KMOMM03","57134321360600000","Female",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM03","57134321282900000","Female",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM03","57134320879700000","Male",29,"[25 - 30)",1,"Household head",1,"Married/living together","Luhya",2,0
"KMOMM04","57134321506500000","Female",36,"[35 - 40)",1,"Household head",1,"Separated/divorced","Luo",1,1
"KMOMM04","57134321734000000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM06","57134304185700000","Female",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM06","57137024579500000","Female",21,"[20 - 25)",1,"Brother or sister",0,"Never married/lived together","Luhya",,
"KMOMM06","57134304447500000","Female",36,"[35 - 40)",1,"Household head",1,"Separated/divorced","Luhya",1,1
"KMOMM07","57134347844500000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM07","57134347955700000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM07","57134347789400000","Female",28,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Luhya",2,0
"KMOMM07","57134347631100000","Male",33,"[30 - 35)",1,"Household head",1,"Married/living together","Luhya",2,0
"KMOMM10","57134320279300000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM10","57134320149300000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM10","57134320447800000","Male",35,"[35 - 40)",1,"Household head",1,"Married/living together","Luhya",3,0
"KMOMM10","57134320041500000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM10","57134319815200000","Female",29,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Luhya",3,0
"KMOMM11","57134380513500000","Male",24,"[20 - 25)",1,"Household head",1,"Separated/divorced","Mijikenda/Swahili",0,2
"KMOMM11","57136300943300000","Female",23,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",,
"KMOMM11","57134380717200000","Male",26,"[25 - 30)",1,"Friend or neighbor",0,"Never married/lived together","Kamba",,
"KMOMM12","57134303587500000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Luhya",,
"KMOMM12","57134303074500000","Male",23,"[20 - 25)",1,"Household head",1,"Married/living together","Luhya",1,0
"KMOMM12","57134303030700000","Female",21,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Luhya",1,0
"KMOMM13","57134345813100000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM13","57134345915400000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM13","57134346075800000","Female",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM13","57134346315700000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM13","57134346224700000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM13","57134345619700000","Male",36,"[35 - 40)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",5,0
"KMOMM13","57134346449000000","Female",35,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",5,0
"KMOMM15","57134917912200000","Female",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM15","57134700773600000","Female",24,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",2,0
"KMOMM15","57134346769300000","Male",33,"[30 - 35)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",0,2
"KMOMM15","57134917880000000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM15","57134347060700000","Male",33,"[30 - 35)",1,"Brother or sister",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM15","57136512765300000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM16","57134477447000000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM16","57134476971700000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM16","57134355915500000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM16","57134355675400000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM16","57134355497700000","Female",39,"[35 - 40)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",5,2
"KMOMM16","57134356286300000","Male",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM16","57134356111100000","Female",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM16","57134355818800000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMM16","57134355995800000","Male",57,"[55 - 60)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",5,2
"KMOMM18","57134433465400000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kisii",,
"KMOMM18","57134433115100000","Female",36,"[35 - 40)",1,"Household head",1,"Separated/divorced","Luo",2,1
"KMOMM18","57134433371600000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kisii",,
"KMOMM25","57134406243100000","Male",31,"[30 - 35)",1,"Household head",1,"Separated/divorced","Luhya",0,2
"KMOMT01","61134424108900000","Female",52,"[50 - 55)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",2,1
"KMOMT01","61136145982400000","Male",13,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT01","61134424697500000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT01","61136145964300000","Female",14,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT01","61134423778900000","Male",68,"[65+]",0,"Household head",1,"Married/living together","Mijikenda/Swahili",4,5
"KMOMT01","61134424821600000","Female",2,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT01","61134424098700000","Female",62,"[60 - 65)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",2,4
"KMOMT01","61136145973100000","Female",12,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT01","61134424632100000","Male",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT01","61134424840500000","Female",5,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT01","61134424125500000","Female",34,"[30 - 35)",1,"Son or daughter",0,"Widowed","Mijikenda/Swahili",3,0
"KMOMT01","61134424765700000","Male",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT02","61134349024000000","Female",13,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT02","61134358629900000","Male",17,"[15 - 20)",1,"Step son or step daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT02","61134348511500000","Male",18,"[15 - 20)",1,"Step son or step daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT02","61134337487300000","Male",36,"[35 - 40)",1,"Son or daughter",0,"Separated/divorced","Mijikenda/Swahili",2,0
"KMOMT02","61134348670800000","Male",15,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT02","61134349072700000","Female",20,"[20 - 25)",1,"Brother or sister in law",0,"Married/living together","Mijikenda/Swahili",,
"KMOMT02","61135910227600000","Male",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT02","61134348785200000","Male",17,"[15 - 20)",1,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT02","61135788782700000","Female",22,"[20 - 25)",1,"Son or daughter in law",0,"Married/living together","Mijikenda/Swahili",1,0
"KMOMT02","61134337424100000","Female",52,"[50 - 55)",1,"Household head",1,"Widowed","Mijikenda/Swahili",1,3
"KMOMT03","61134338082500000","Female",38,"[35 - 40)",1,"Household head",1,"Widowed","Mijikenda/Swahili",2,0
"KMOMT03","61134338244700000","Male",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT03","61134338392900000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT06","61134442309700000","Male",38,"[35 - 40)",1,"Household head",1,"Married/living together","Luo",4,0
"KMOMT06","61134442700200000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT06","61134442605300000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT06","61134442496500000","Female",35,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",4,0
"KMOMT06","61134442712200000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT06","61134442684400000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT12","61134426731700000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT12","61134426737700000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT12","61134426744900000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",0,0
"KMOMT12","61134426723200000","Female",38,"[35 - 40)",1,"Household head",1,"Separated/divorced","Mijikenda/Swahili",3,1
"KMOMT15","61134399522100000","Male",52,"[50 - 55)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",7,1
"KMOMT15","61134477018700000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61134520740000000","Female",19,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61134477527200000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61134474659700000","Female",17,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",1,0
"KMOMT15","61134477243500000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61134440681700000","Male",10,"[10 - 15)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61134399962500000","Male",24,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61135175693100000","Female",73,"[65+]",0,"Mother or farther in law",0,"Widowed","Mijikenda/Swahili",5,1
"KMOMT15","61134399881000000","Female",44,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",7,1
"KMOMT15","61134477645500000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61134475930700000","Female",6,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61134475154300000","Female",8,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT15","61134437317700000","Female",26,"[25 - 30)",1,"Son or daughter",0,"Separated/divorced","Mijikenda/Swahili",3,0
"KMOMT15","61134474941900000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT16","61134441687600000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT16","61134441920900000","Female",3,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT16","61134441925300000","Female",2,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT16","61135487517100000","Female",25,"[25 - 30)",1,"Son or daughter",0,"Separated/divorced","Mijikenda/Swahili",2,3
"KMOMT16","61134441545700000","Female",37,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",6,4
"KMOMT16","61134441761500000","Male",42,"[40 - 45)",1,"Brother or sister in law",0,"Married/living together","Mijikenda/Swahili",1,0
"KMOMT16","61134441890900000","Male",6,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT16","61134441326500000","Male",53,"[50 - 55)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",6,4
"KMOMT16","61134441802100000","Female",7,"[5 - 10)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT16","61134441633800000","Female",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT18","61134398949100000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT18","61134399074500000","Female",9,"[5 - 10)",0,"Niece or nephew",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT18","61134398994300000","Female",13,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT18","61134398779000000","Female",34,"[30 - 35)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",1,0
"KMOMT19","61134449820100000","Female",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT19","61134449755500000","Male",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT19","61134449644300000","Female",28,"[25 - 30)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",2,1
"KMOMT19","61134449472600000","Male",39,"[35 - 40)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",2,0
"KMOMT21","61134398561800000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT21","61134398173800000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT21","61134397950700000","Female",24,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",5,0
"KMOMT21","61134398533400000","Male",2,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT21","61134398485100000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT21","61134883132200000","Male",17,"[15 - 20)",1,"Brother or sister in law",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT21","61134398437500000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT21","61134397892600000","Male",36,"[35 - 40)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",5,0
"KMOMT22","61134425850400000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT22","61134425639100000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT22","61134425876700000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT22","61134425330400000","Male",35,"[35 - 40)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",4,0
"KMOMT22","61134425887200000","Male",12,"[10 - 15)",0,"Niece or nephew",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT22","61134425818500000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT22","61134425728400000","Male",24,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",4,0
"KMOMT25","61134467449300000","Female",27,"[25 - 30)",1,,0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT25","61134467265900000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Married/living together","Mijikenda/Swahili",,
"KMOMT25","61134467126800000","Male",32,"[30 - 35)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",1,0
"KMOMT25","61134467335400000","Female",30,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",1,1
"KMOMT25","112137187533400000","Female",0,"[0 - 5)",0,,0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT28","61134470183300000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT28","61134470234100000","Female",17,"[15 - 20)",1,,0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT28","61134470104500000","Male",39,"[35 - 40)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",1,0
"KMOMT28","61134469982600000","Female",39,"[35 - 40)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",1,0
"KMOMT28","61135912320900000","Female",9,"[5 - 10)",0,"Niece or nephew",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT29","61134441011600000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT29","61134517580000000","Female",9,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT29","61134517659800000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT29","61134440698100000","Male",68,"[65+]",0,"Household head",1,"Married/living together","Mijikenda/Swahili",6,0
"KMOMT29","61134440930900000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT29","61134441131100000","Female",42,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",6,0
"KMOMT31","61134450698600000","Female",43,"[40 - 45)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",0,0
"KMOMT31","61134450308700000","Male",72,"[65+]",0,"Household head",1,"Married/living together","Mijikenda/Swahili",0,2
"KMOMT31","84136913131500000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","61134469320800000","Male",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","61135893083900000","Female",28,"[25 - 30)",1,"Step son or step daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","61134469223300000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","61134469167600000","Female",20,"[20 - 25)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","112137275476000000","Male",13,"[10 - 15)",0,"Step son or step daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","61134469028000000","Female",48,"[45 - 50)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",6,0
"KMOMT32","61134469270700000","Female",18,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","61135978525800000","Female",0,"[0 - 5)",0,"Grandchild",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","61134469369300000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT32","61134468689200000","Male",51,"[50 - 55)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",5,0
"KMOMT33","61134553240000000","Female",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT33","61134553356600000","Male",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",0,
"KMOMT33","61134553371600000","Male",39,"[35 - 40)",1,"Household head",1,"Married/living together","Mijikenda/Swahili",3,0
"KMOMT33","61134553317400000","Male",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Mijikenda/Swahili",,
"KMOMT33","61134553127800000","Female",34,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Mijikenda/Swahili",3,0
"KNBOK01","79134743445400000","Female",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kamba",,
"KNBOK01","79134743588500000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",0,0
"KNBOK01","64134434203200000","Female",37,"[35 - 40)",1,"Household head",1,"Separated/divorced","Kamba",3,0
"KNBOK01","79134743813600000","Male",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kamba",,
"KNBOK02","79134761543200000","Female",22,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Kamba",0,0
"KNBOK02","79134821776500000","Male",29,"[25 - 30)",1,"Household head",1,"Married/living together","Kikuyu",1,1
"KNBOK02","79134761580100000","Male",10,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK02","79134761587200000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK03","89136300389900000","Male",5,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK03","64134408302100000","Male",36,"[35 - 40)",1,"Household head",1,"Married/living together","Kikuyu",3,1
"KNBOK03","89136300377800000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK03","89137388303100000","Male",0,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK03","89136608744800000","Female",11,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK03","64134408292500000","Female",34,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Kikuyu",3,1
"KNBOK03","89136608704300000","Female",8,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK04","64134463422200000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK04","64134462052700000","Female",14,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK04","64134463401700000","Male",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK04","64134451105400000","Female",33,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Kikuyu",3,1
"KNBOK04","64134461873300000","Male",31,"[30 - 35)",1,"Household head",1,"Married/living together","Kikuyu",3,1
"KNBOK04","64134463242800000","Female",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK05","64134429552700000","Female",34,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Kikuyu",2,1
"KNBOK05","64134449620700000","Male",12,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK05","89136713643600000","Female",16,"[15 - 20)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK05","64134429266300000","Male",36,"[35 - 40)",1,"Household head",1,"Married/living together","Kikuyu",2,1
"KNBOK05","64134449741200000","Female",7,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK06","64134420082700000","Male",4,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK06","64134398387400000","Male",31,"[30 - 35)",1,"Household head",1,"Married/living together","Kikuyu",2,0
"KNBOK06","64134398420500000","Female",30,"[30 - 35)",1,"Husband or wife",0,"Married/living together","Kikuyu",2,0
"KNBOK06","64134426307000000","Female",1,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK08","89136583497700000","Male",19,"[15 - 20)",1,"Brother or sister",0,"Never married/lived together","Kikuyu",,
"KNBOK08","64134373428700000","Male",20,"[20 - 25)",1,"Household head",1,"Never married/lived together","Kikuyu",,
"KNBOK08","64134375204000000","Male",26,"[25 - 30)",1,"Brother or sister",0,"Never married/lived together","Kikuyu",,
"KNBOK11","79134848299100000","Female",3,"[0 - 5)",0,"Son or daughter",0,"Never married/lived together","Kikuyu",,
"KNBOK11","79134813357500000","Male",35,"[35 - 40)",1,"Household head",1,"Married/living together","Kikuyu",1,0
"KNBOK11","79134848198800000","Female",23,"[20 - 25)",1,"Husband or wife",0,"Married/living together","Kikuyu",1,0
"KNBOK11","89135909922000000","Female",0,"[0 - 5)",0,"Son or daughter",0,"Married/living together","Kikuyu",,
"KNBOK14","64134416720600000","Female",35,"[35 - 40)",1,"Household head",1,"Never married/lived together","Luo",2,0
"KNBOK14","64134417155600000","Female",6,"[5 - 10)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK14","64134417148000000","Male",13,"[10 - 15)",0,"Son or daughter",0,"Never married/lived together","Luo",,
"KNBOK15","64134399240000000","Female",36,"[35 - 40)",1,"Son or daughter",0,"Separated/divorced","Kikuyu",2,0
"KNBOK15","89135781378400000","Male",35,"[35 - 40)",1,"Son or daughter",0,"Never married/lived together","Kikuyu",,
