hh_ids,m_ids,int_date,wellbeing_q1,wellbeing_q2,wellbeing_q3,wellbeing_q4
"KVIHK29","6.01000e+16",18mar2013,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK29","6.01000e+16",04apr2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",08oct2012,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK29","6.01000e+16",05nov2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",19nov2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",03dec2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",14jan2013,"Very happy","Very well","Very well","Very confident"
"KVIHK29","6.01000e+16",28jan2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",02mar2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK29","6.01000e+16",18mar2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",04apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",06may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",20may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",03jun2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK29","6.01000e+16",02jul2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",15jul2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",02aug2013,"Neither happy nor unhappy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",15aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",12sep2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",27sep2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",15aug2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK29","6.01000e+16",03dec2012,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK29","6.01000e+16",02mar2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK29","6.01000e+16",22apr2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK29","6.01000e+16",03dec2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK29","6.01000e+16",22apr2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK36","6.01000e+16",09oct2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK36","6.01000e+16",20nov2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK36","6.01000e+16",03dec2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK36","6.01000e+16",08jan2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK36","6.01000e+16",22jan2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK36","6.01000e+16",14feb2013,"Neither happy nor unhappy","Moderately well","Very well","Moderately confident"
"KVIHK36","6.01000e+16",21mar2013,"Moderately happy","Very well","Very well","Very confident"
"KVIHK36","6.01000e+16",04apr2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK36","6.01000e+16",23may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK36","6.01000e+16",06jun2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK36","6.01000e+16",25jun2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK36","6.01000e+16",08aug2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK36","6.01000e+16",24jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK36","6.01000e+16",26aug2013,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KVIHK36","6.01000e+16",23sep2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK36","6.01000e+16",07oct2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK36","6.01000e+16",09oct2012,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KVIHK36","6.01000e+16",20nov2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK36","6.01000e+16",08jan2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK36","6.01000e+16",06jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK36","6.01000e+16",09jul2013,"Moderately happy","Very well","Very well","Very confident"
"KVIHK14","6.01000e+16",08oct2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK14","6.01000e+16",05nov2012,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KVIHK14","6.01000e+16",19nov2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",03dec2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",07jan2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",23jan2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",19feb2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",07mar2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",25mar2013,"Very happy","Very well","Moderately well","Very confident"
"KVIHK14","6.01000e+16",13apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",01may2013,"Very happy","Very well","Very well","Very confident"
"KVIHK14","6.01000e+16",14may2013,"Very happy","Very well","Very well","Very confident"
"KVIHK14","6.01000e+16",28may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",11jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",25jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",07aug2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK14","6.01000e+16",22aug2013,"Moderately unhappy","Moderately badly","Very well","Very confident"
"KVIHK14","6.01000e+16",09sep2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK14","6.01000e+16",25sep2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK05","6.01000e+16",31jan2013,"Very happy","Neither well nor badly","Moderately well","Very confident"
"KVIHK05","6.01000e+16",16oct2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",04dec2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",20nov2012,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK05","6.01000e+16",06nov2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",17jan2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK05","6.01000e+16",03mar2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK05","6.01000e+16",21mar2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KVIHK05","6.01000e+16",18apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",02may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",16may2013,"Very happy","Very well","Very well","Very confident"
"KVIHK05","6.01000e+16",11jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",25jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",09jul2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK05","6.01000e+16",06aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",21aug2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK05","6.01000e+16",19sep2013,"Very happy","Very well","Very well","Very confident"
"KVIHK05","6.01000e+16",03oct2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",09oct2012,"Neither happy nor unhappy","Very badly","Neither well nor badly","Moderately confident"
"KVIHK31","6.01000e+16",10apr2013,"Very happy","Very badly","Very well","Moderately confident"
"KVIHK31","6.01000e+16",26apr2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK31","6.01000e+16",08may2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KVIHK31","6.01000e+16",25sep2013,"Moderately happy","Very badly","Moderately well","Moderately confident"
"KVIHK31","6.01000e+16",09oct2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK31","6.01000e+16",06nov2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",20nov2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",04dec2012,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK31","6.01000e+16",08jan2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KVIHK31","6.01000e+16",22jan2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK31","6.01000e+16",12feb2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK31","6.01000e+16",26feb2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK31","6.01000e+16",27mar2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",10apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",26apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",08may2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",22may2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",05jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",18jun2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK31","6.01000e+16",17jul2013,"Neither happy nor unhappy","Neither well nor badly","Very well","Moderately confident"
"KVIHK31","6.01000e+16",31jul2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK31","6.01000e+16",14aug2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK31","6.01000e+16",28aug2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KVIHK31","6.01000e+16",25sep2013,"Moderately happy",,"Very well","Very confident"
"KVIHK31","6.01000e+16",22jan2013,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK24","6.01000e+16",10oct2012,"Very happy","Neither well nor badly","Moderately well","Moderately confident"
"KVIHK24","6.01000e+16",07nov2012,"Moderately happy","Moderately badly","Very well","Moderately confident"
"KVIHK24","6.01000e+16",20nov2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",04dec2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",08jan2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KVIHK24","6.01000e+16",22jan2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",12feb2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK24","6.01000e+16",26feb2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",27mar2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK24","6.01000e+16",10apr2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",24apr2013,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK24","6.01000e+16",08may2013,"Moderately happy","Very well","Moderately well","Very confident"
"KVIHK24","6.01000e+16",22may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",05jun2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",03jul2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",31jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",14aug2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",28aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",11sep2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK24","6.01000e+16",25sep2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",10oct2012,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KVIHK24","6.01000e+16",07nov2012,"Neither happy nor unhappy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",12feb2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",26feb2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",27mar2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK24","6.01000e+16",10apr2013,"Very unhappy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",24apr2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",08may2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",24apr2013,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK24","6.01000e+16",03jul2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK24","6.01000e+16",17jul2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK06","6.01000e+16",16oct2012,"Moderately happy","Neither well nor badly","Moderately well","Moderately confident"
"KVIHK06","6.01000e+16",13nov2012,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK06","6.01000e+16",09jan2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK06","6.01000e+16",28nov2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK06","6.01000e+16",13dec2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK06","6.01000e+16",25jan2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK06","6.01000e+16",19feb2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK06","6.01000e+16",15mar2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK06","6.01000e+16",30apr2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK06","6.01000e+16",15may2013,"Very happy","Very well","Very well","Very confident"
"KVIHK06","6.01000e+16",31may2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK06","6.01000e+16",24jun2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK06","6.01000e+16",11jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK06","6.01000e+16",25jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK06","6.01000e+16",13aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK06","6.01000e+16",29aug2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK06","6.01000e+16",13sep2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK06","6.01000e+16",30sep2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",02apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",09oct2012,"Neither happy nor unhappy","Moderately well","Moderately well","Moderately confident"
"KVIHK33","6.01000e+16",13nov2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK33","6.01000e+16",30nov2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK33","6.01000e+16",17dec2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",17jan2013,"Neither happy nor unhappy","Neither well nor badly","Very well","Very confident"
"KVIHK33","6.01000e+16",31jan2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK33","6.01000e+16",26feb2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",18apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",08may2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",30may2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK33","6.01000e+16",14jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",02jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",20jul2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK33","6.01000e+16",06aug2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK33","6.01000e+16",23aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",09sep2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK33","6.01000e+16",01oct2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK33","6.01000e+16",17jan2013,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK33","6.01000e+16",08may2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK15","6.01000e+16",10oct2012,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK15","6.01000e+16",21nov2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",05dec2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",27mar2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",09jan2013,"Moderately happy","Very well","Moderately well","Very confident"
"KVIHK15","6.01000e+16",23jan2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",27feb2013,"Very happy","Very well","Very well","Very confident"
"KVIHK15","6.01000e+16",13mar2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",10apr2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK15","6.01000e+16",24apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",08may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",22may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",18jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",03jul2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",17jul2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK15","6.01000e+16",31jul2013,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK15","6.01000e+16",14aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",28aug2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK15","6.01000e+16",11sep2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",25sep2013,"Very happy","Moderately well","Moderately well","Very confident"
"KVIHK15","6.01000e+16",10oct2012,"Moderately happy","Neither well nor badly","Very well","Neither confident nor unconfident"
"KVIHK15","6.01000e+16",21nov2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",05dec2012,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK15","6.01000e+16",09jan2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK15","6.01000e+16",23jan2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",27feb2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK15","6.01000e+16",13mar2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK15","6.01000e+16",10apr2013,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK15","6.01000e+16",08may2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK15","6.01000e+16",22may2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK15","6.01000e+16",05jun2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK15","6.01000e+16",18jun2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",17jul2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK15","6.01000e+16",31jul2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK15","6.01000e+16",14aug2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KVIHK15","6.01000e+16",28aug2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK15","6.01000e+16",11sep2013,"Moderately happy","Very well","Very well","Very confident"
"KVIHK15","6.01000e+16",25sep2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",10oct2012,"Moderately unhappy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",07nov2012,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KVIHK17","6.01000e+16",21nov2012,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KVIHK17","6.01000e+16",13mar2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",01may2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",30may2013,"Moderately happy","Neither well nor badly","Moderately well","Moderately confident"
"KVIHK17","6.01000e+16",12jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",27jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",11jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",08aug2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",23aug2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",07nov2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK17","6.01000e+16",21nov2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",06dec2012,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",13mar2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",23jan2013,"Very happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK17","6.01000e+16",12feb2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",02apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",27jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",11jul2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",25jul2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",08aug2013,"Very happy",,,
"KVIHK17","6.01000e+16",23aug2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",18sep2013,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",03oct2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK17","6.01000e+16",01may2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK17","6.01000e+16",11jul2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",11oct2012,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",08nov2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK23","6.01000e+16",06dec2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",24jan2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",10jan2013,"Very happy","Very well","Very well","Very confident"
"KVIHK23","6.01000e+16",14feb2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",28mar2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",12apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",10may2013,"Very happy","Moderately well",,
"KVIHK23","6.01000e+16",24may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",07jun2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",05jul2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",19jul2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",02aug2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",16aug2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",30aug2013,"Very happy","Moderately well","Moderately well","Very confident"
"KVIHK23","6.01000e+16",13sep2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",30sep2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",11oct2012,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK23","6.01000e+16",22nov2012,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",06dec2012,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",24jan2013,"Very happy","Moderately well","Neither well nor badly","Moderately confident"
"KVIHK23","6.01000e+16",10jan2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",14feb2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",02mar2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",14mar2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KVIHK23","6.01000e+16",28mar2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",12apr2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",24may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",07jun2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",24jun2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",05jul2013,"Very happy","Very well","Very well","Very confident"
"KVIHK23","6.01000e+16",19jul2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",02aug2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK23","6.01000e+16",16aug2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",30aug2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK23","6.01000e+16",30sep2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KVIHK34","6.01000e+16",11oct2012,"Very happy","Neither well nor badly","Moderately well","Very confident"
"KVIHK34","6.01000e+16",10jan2013,"Very happy","Moderately well","Very well","Moderately confident"
"KVIHK34","6.01000e+16",18feb2013,"Very happy","Very well","Very well","Very confident"
"KVIHK34","6.01000e+16",15jul2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK34","6.01000e+16",30jul2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK34","6.01000e+16",13aug2013,"Very happy","Neither well nor badly","Very well","Very confident"
"KVIHK16","6.01000e+16",11oct2012,"Moderately happy","Moderately well","Moderately well","Very confident"
"KVIHK16","6.01000e+16",08nov2012,"Very happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",22nov2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",06dec2012,"Moderately happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",24jan2013,"Very happy","Very well","Very well","Very confident"
"KVIHK16","6.01000e+16",10jan2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",14feb2013,"Very happy","Very well","Very well","Very confident"
"KVIHK16","6.01000e+16",14mar2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",28mar2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",16apr2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",02may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",17may2013,"Very happy","Moderately well","Very well","Very confident"
"KVIHK16","6.01000e+16",30may2013,"Very happy","Moderately well","Very well","Very confident"
